t_days,altitude_km,velocity_km_s,drag_N
0.000,500.000,7.61268,1.421839e-04
0.250,499.978,7.61269,1.422476e-04
0.500,499.956,7.61270,1.423112e-04
0.750,499.933,7.61272,1.423749e-04
1.000,499.911,7.61273,1.424387e-04
1.250,499.889,7.61274,1.425026e-04
1.500,499.867,7.61275,1.425665e-04
1.750,499.844,7.61277,1.426304e-04
2.000,499.822,7.61278,1.426944e-04
2.250,499.800,7.61279,1.427585e-04
2.500,499.778,7.61280,1.428226e-04
2.750,499.755,7.61282,1.428868e-04
3.000,499.733,7.61283,1.429510e-04
3.250,499.711,7.61284,1.430153e-04
3.500,499.688,7.61285,1.430797e-04
3.750,499.666,7.61286,1.431441e-04
4.000,499.644,7.61288,1.432085e-04
4.250,499.621,7.61289,1.432731e-04
4.500,499.599,7.61290,1.433376e-04
4.750,499.576,7.61291,1.434023e-04
5.000,499.554,7.61293,1.434670e-04
5.250,499.532,7.61294,1.435317e-04
5.500,499.509,7.61295,1.435966e-04
5.750,499.487,7.61296,1.436614e-04
6.000,499.464,7.61298,1.437264e-04
6.250,499.442,7.61299,1.437914e-04
6.500,499.420,7.61300,1.438564e-04
6.750,499.397,7.61301,1.439215e-04
7.000,499.375,7.61303,1.439867e-04
7.250,499.352,7.61304,1.440519e-04
7.500,499.330,7.61305,1.441172e-04
7.750,499.307,7.61306,1.441825e-04
8.000,499.285,7.61308,1.442479e-04
8.250,499.262,7.61309,1.443134e-04
8.500,499.240,7.61310,1.443789e-04
8.750,499.217,7.61311,1.444445e-04
9.000,499.194,7.61313,1.445101e-04
9.250,499.172,7.61314,1.445758e-04
9.500,499.149,7.61315,1.446416e-04
9.750,499.127,7.61316,1.447074e-04
10.000,499.104,7.61318,1.447733e-04
10.250,499.082,7.61319,1.448392e-04
10.500,499.059,7.61320,1.449052e-04
10.750,499.036,7.61321,1.449712e-04
11.000,499.014,7.61323,1.450374e-04
11.250,498.991,7.61324,1.451035e-04
11.500,498.968,7.61325,1.451698e-04
11.750,498.946,7.61326,1.452361e-04
12.000,498.923,7.61328,1.453024e-04
12.250,498.900,7.61329,1.453688e-04
12.500,498.878,7.61330,1.454353e-04
12.750,498.855,7.61331,1.455018e-04
13.000,498.832,7.61333,1.455684e-04
13.250,498.810,7.61334,1.456351e-04
13.500,498.787,7.61335,1.457018e-04
13.750,498.764,7.61336,1.457686e-04
14.000,498.741,7.61338,1.458354e-04
14.250,498.719,7.61339,1.459023e-04
14.500,498.696,7.61340,1.459693e-04
14.750,498.673,7.61341,1.460363e-04
15.000,498.650,7.61343,1.461034e-04
15.250,498.627,7.61344,1.461706e-04
15.500,498.605,7.61345,1.462378e-04
15.750,498.582,7.61346,1.463050e-04
16.000,498.559,7.61348,1.463724e-04
16.250,498.536,7.61349,1.464398e-04
16.500,498.513,7.61350,1.465072e-04
16.750,498.490,7.61352,1.465747e-04
17.000,498.467,7.61353,1.466423e-04
17.250,498.445,7.61354,1.467099e-04
17.500,498.422,7.61355,1.467776e-04
17.750,498.399,7.61357,1.468454e-04
18.000,498.376,7.61358,1.469132e-04
18.250,498.353,7.61359,1.469811e-04
18.500,498.330,7.61360,1.470491e-04
18.750,498.307,7.61362,1.471171e-04
19.000,498.284,7.61363,1.471852e-04
19.250,498.261,7.61364,1.472533e-04
19.500,498.238,7.61366,1.473215e-04
19.750,498.215,7.61367,1.473898e-04
20.000,498.192,7.61368,1.474581e-04
20.250,498.169,7.61369,1.475265e-04
20.500,498.146,7.61371,1.475949e-04
20.750,498.123,7.61372,1.476635e-04
21.000,498.100,7.61373,1.477320e-04
21.250,498.077,7.61374,1.478007e-04
21.500,498.054,7.61376,1.478694e-04
21.750,498.031,7.61377,1.479382e-04
22.000,498.008,7.61378,1.480070e-04
22.250,497.984,7.61380,1.480759e-04
22.500,497.961,7.61381,1.481448e-04
22.750,497.938,7.61382,1.482139e-04
23.000,497.915,7.61383,1.482830e-04
23.250,497.892,7.61385,1.483521e-04
23.500,497.869,7.61386,1.484213e-04
23.750,497.846,7.61387,1.484906e-04
24.000,497.822,7.61389,1.485600e-04
24.250,497.799,7.61390,1.486294e-04
24.500,497.776,7.61391,1.486988e-04
24.750,497.753,7.61392,1.487684e-04
25.000,497.730,7.61394,1.488380e-04
25.250,497.706,7.61395,1.489077e-04
25.500,497.683,7.61396,1.489774e-04
25.750,497.660,7.61398,1.490472e-04
26.000,497.637,7.61399,1.491171e-04
26.250,497.613,7.61400,1.491870e-04
26.500,497.590,7.61401,1.492570e-04
26.750,497.567,7.61403,1.493270e-04
27.000,497.544,7.61404,1.493972e-04
27.250,497.520,7.61405,1.494674e-04
27.500,497.497,7.61407,1.495376e-04
27.750,497.474,7.61408,1.496079e-04
28.000,497.450,7.61409,1.496783e-04
28.250,497.427,7.61410,1.497488e-04
28.500,497.403,7.61412,1.498193e-04
28.750,497.380,7.61413,1.498899e-04
29.000,497.357,7.61414,1.499605e-04
29.250,497.333,7.61416,1.500313e-04
29.500,497.310,7.61417,1.501020e-04
29.750,497.286,7.61418,1.501729e-04
30.000,497.263,7.61419,1.502438e-04
30.250,497.240,7.61421,1.503148e-04
30.500,497.216,7.61422,1.503859e-04
30.750,497.193,7.61423,1.504570e-04
31.000,497.169,7.61425,1.505282e-04
31.250,497.146,7.61426,1.505994e-04
31.500,497.122,7.61427,1.506707e-04
31.750,497.099,7.61429,1.507421e-04
32.000,497.075,7.61430,1.508136e-04
32.250,497.052,7.61431,1.508851e-04
32.500,497.028,7.61433,1.509567e-04
32.750,497.004,7.61434,1.510283e-04
33.000,496.981,7.61435,1.511001e-04
33.250,496.957,7.61436,1.511719e-04
33.500,496.934,7.61438,1.512437e-04
33.750,496.910,7.61439,1.513156e-04
34.000,496.887,7.61440,1.513876e-04
34.250,496.863,7.61442,1.514597e-04
34.500,496.839,7.61443,1.515318e-04
34.750,496.816,7.61444,1.516040e-04
35.000,496.792,7.61446,1.516763e-04
35.250,496.768,7.61447,1.517486e-04
35.500,496.745,7.61448,1.518211e-04
35.750,496.721,7.61450,1.518935e-04
36.000,496.697,7.61451,1.519661e-04
36.250,496.674,7.61452,1.520387e-04
36.500,496.650,7.61453,1.521114e-04
36.750,496.626,7.61455,1.521841e-04
37.000,496.602,7.61456,1.522569e-04
37.250,496.579,7.61457,1.523298e-04
37.500,496.555,7.61459,1.524028e-04
37.750,496.531,7.61460,1.524758e-04
38.000,496.507,7.61461,1.525489e-04
38.250,496.483,7.61463,1.526221e-04
38.500,496.460,7.61464,1.526953e-04
38.750,496.436,7.61465,1.527686e-04
39.000,496.412,7.61467,1.528420e-04
39.250,496.388,7.61468,1.529155e-04
39.500,496.364,7.61469,1.529890e-04
39.750,496.340,7.61471,1.530626e-04
40.000,496.316,7.61472,1.531362e-04
40.250,496.293,7.61473,1.532100e-04
40.500,496.269,7.61475,1.532838e-04
40.750,496.245,7.61476,1.533576e-04
41.000,496.221,7.61477,1.534316e-04
41.250,496.197,7.61479,1.535056e-04
41.500,496.173,7.61480,1.535797e-04
41.750,496.149,7.61481,1.536538e-04
42.000,496.125,7.61483,1.537280e-04
42.250,496.101,7.61484,1.538023e-04
42.500,496.077,7.61485,1.538767e-04
42.750,496.053,7.61487,1.539512e-04
43.000,496.029,7.61488,1.540257e-04
43.250,496.005,7.61489,1.541003e-04
43.500,495.981,7.61490,1.541749e-04
43.750,495.957,7.61492,1.542496e-04
44.000,495.933,7.61493,1.543244e-04
44.250,495.909,7.61494,1.543993e-04
44.500,495.885,7.61496,1.544743e-04
44.750,495.861,7.61497,1.545493e-04
45.000,495.836,7.61498,1.546244e-04
45.250,495.812,7.61500,1.546995e-04
45.500,495.788,7.61501,1.547748e-04
45.750,495.764,7.61503,1.548501e-04
46.000,495.740,7.61504,1.549254e-04
46.250,495.716,7.61505,1.550009e-04
46.500,495.692,7.61507,1.550764e-04
46.750,495.667,7.61508,1.551520e-04
47.000,495.643,7.61509,1.552277e-04
47.250,495.619,7.61511,1.553034e-04
47.500,495.595,7.61512,1.553793e-04
47.750,495.570,7.61513,1.554552e-04
48.000,495.546,7.61515,1.555311e-04
48.250,495.522,7.61516,1.556072e-04
48.500,495.498,7.61517,1.556833e-04
48.750,495.473,7.61519,1.557595e-04
49.000,495.449,7.61520,1.558357e-04
49.250,495.425,7.61521,1.559121e-04
49.500,495.400,7.61523,1.559885e-04
49.750,495.376,7.61524,1.560650e-04
50.000,495.352,7.61525,1.561415e-04
50.250,495.327,7.61527,1.562182e-04
50.500,495.303,7.61528,1.562949e-04
50.750,495.279,7.61529,1.563717e-04
51.000,495.254,7.61531,1.564485e-04
51.250,495.230,7.61532,1.565255e-04
51.500,495.205,7.61533,1.566025e-04
51.750,495.181,7.61535,1.566796e-04
52.000,495.157,7.61536,1.567567e-04
52.250,495.132,7.61538,1.568340e-04
52.500,495.108,7.61539,1.569113e-04
52.750,495.083,7.61540,1.569887e-04
53.000,495.059,7.61542,1.570661e-04
53.250,495.034,7.61543,1.571437e-04
53.500,495.010,7.61544,1.572213e-04
53.750,494.985,7.61546,1.572990e-04
54.000,494.961,7.61547,1.573768e-04
54.250,494.936,7.61548,1.574546e-04
54.500,494.911,7.61550,1.575325e-04
54.750,494.887,7.61551,1.576105e-04
55.000,494.862,7.61552,1.576886e-04
55.250,494.838,7.61554,1.577668e-04
55.500,494.813,7.61555,1.578450e-04
55.750,494.788,7.61557,1.579233e-04
56.000,494.764,7.61558,1.580017e-04
56.250,494.739,7.61559,1.580802e-04
56.500,494.715,7.61561,1.581587e-04
56.750,494.690,7.61562,1.582373e-04
57.000,494.665,7.61563,1.583160e-04
57.250,494.641,7.61565,1.583948e-04
57.500,494.616,7.61566,1.584737e-04
57.750,494.591,7.61567,1.585526e-04
58.000,494.566,7.61569,1.586316e-04
58.250,494.542,7.61570,1.587107e-04
58.500,494.517,7.61572,1.587899e-04
58.750,494.492,7.61573,1.588691e-04
59.000,494.467,7.61574,1.589484e-04
59.250,494.443,7.61576,1.590278e-04
59.500,494.418,7.61577,1.591073e-04
59.750,494.393,7.61578,1.591869e-04
60.000,494.368,7.61580,1.592665e-04
60.250,494.343,7.61581,1.593462e-04
60.500,494.318,7.61583,1.594260e-04
60.750,494.294,7.61584,1.595059e-04
61.000,494.269,7.61585,1.595859e-04
61.250,494.244,7.61587,1.596659e-04
61.500,494.219,7.61588,1.597460e-04
61.750,494.194,7.61589,1.598262e-04
62.000,494.169,7.61591,1.599065e-04
62.250,494.144,7.61592,1.599868e-04
62.500,494.119,7.61594,1.600673e-04
62.750,494.094,7.61595,1.601478e-04
63.000,494.069,7.61596,1.602284e-04
63.250,494.044,7.61598,1.603091e-04
63.500,494.019,7.61599,1.603898e-04
63.750,493.994,7.61601,1.604707e-04
64.000,493.969,7.61602,1.605516e-04
64.250,493.944,7.61603,1.606326e-04
64.500,493.919,7.61605,1.607137e-04
64.750,493.894,7.61606,1.607949e-04
65.000,493.869,7.61608,1.608761e-04
65.250,493.844,7.61609,1.609574e-04
65.500,493.819,7.61610,1.610388e-04
65.750,493.794,7.61612,1.611203e-04
66.000,493.769,7.61613,1.612019e-04
66.250,493.743,7.61614,1.612836e-04
66.500,493.718,7.61616,1.613653e-04
66.750,493.693,7.61617,1.614471e-04
67.000,493.668,7.61619,1.615290e-04
67.250,493.643,7.61620,1.616110e-04
67.500,493.617,7.61621,1.616931e-04
67.750,493.592,7.61623,1.617752e-04
68.000,493.567,7.61624,1.618575e-04
68.250,493.542,7.61626,1.619398e-04
68.500,493.517,7.61627,1.620222e-04
68.750,493.491,7.61628,1.621047e-04
69.000,493.466,7.61630,1.621873e-04
69.250,493.441,7.61631,1.622699e-04
69.500,493.415,7.61633,1.623527e-04
69.750,493.390,7.61634,1.624355e-04
70.000,493.365,7.61635,1.625184e-04
70.250,493.339,7.61637,1.626014e-04
70.500,493.314,7.61638,1.626844e-04
70.750,493.289,7.61640,1.627676e-04
71.000,493.263,7.61641,1.628509e-04
71.250,493.238,7.61642,1.629342e-04
71.500,493.213,7.61644,1.630176e-04
71.750,493.187,7.61645,1.631011e-04
72.000,493.162,7.61647,1.631847e-04
72.250,493.136,7.61648,1.632683e-04
72.500,493.111,7.61650,1.633521e-04
72.750,493.085,7.61651,1.634359e-04
73.000,493.060,7.61652,1.635199e-04
73.250,493.034,7.61654,1.636039e-04
73.500,493.009,7.61655,1.636880e-04
73.750,492.983,7.61657,1.637721e-04
74.000,492.958,7.61658,1.638564e-04
74.250,492.932,7.61659,1.639408e-04
74.500,492.907,7.61661,1.640252e-04
74.750,492.881,7.61662,1.641097e-04
75.000,492.856,7.61664,1.641944e-04
75.250,492.830,7.61665,1.642791e-04
75.500,492.804,7.61667,1.643638e-04
75.750,492.779,7.61668,1.644487e-04
76.000,492.753,7.61669,1.645337e-04
76.250,492.727,7.61671,1.646187e-04
76.500,492.702,7.61672,1.647039e-04
76.750,492.676,7.61674,1.647891e-04
77.000,492.650,7.61675,1.648744e-04
77.250,492.625,7.61676,1.649598e-04
77.500,492.599,7.61678,1.650453e-04
77.750,492.573,7.61679,1.651309e-04
78.000,492.547,7.61681,1.652165e-04
78.250,492.522,7.61682,1.653023e-04
78.500,492.496,7.61684,1.653881e-04
78.750,492.470,7.61685,1.654741e-04
79.000,492.444,7.61686,1.655601e-04
79.250,492.419,7.61688,1.656462e-04
79.500,492.393,7.61689,1.657324e-04
79.750,492.367,7.61691,1.658187e-04
80.000,492.341,7.61692,1.659051e-04
80.250,492.315,7.61694,1.659915e-04
80.500,492.289,7.61695,1.660781e-04
80.750,492.263,7.61696,1.661647e-04
81.000,492.237,7.61698,1.662515e-04
81.250,492.212,7.61699,1.663383e-04
81.500,492.186,7.61701,1.664252e-04
81.750,492.160,7.61702,1.665122e-04
82.000,492.134,7.61704,1.665993e-04
82.250,492.108,7.61705,1.666865e-04
82.500,492.082,7.61707,1.667738e-04
82.750,492.056,7.61708,1.668611e-04
83.000,492.030,7.61709,1.669486e-04
83.250,492.004,7.61711,1.670362e-04
83.500,491.978,7.61712,1.671238e-04
83.750,491.952,7.61714,1.672115e-04
84.000,491.926,7.61715,1.672994e-04
84.250,491.899,7.61717,1.673873e-04
84.500,491.873,7.61718,1.674753e-04
84.750,491.847,7.61720,1.675634e-04
85.000,491.821,7.61721,1.676516e-04
85.250,491.795,7.61722,1.677399e-04
85.500,491.769,7.61724,1.678283e-04
85.750,491.743,7.61725,1.679167e-04
86.000,491.717,7.61727,1.680053e-04
86.250,491.690,7.61728,1.680940e-04
86.500,491.664,7.61730,1.681827e-04
86.750,491.638,7.61731,1.682715e-04
87.000,491.612,7.61733,1.683605e-04
87.250,491.585,7.61734,1.684495e-04
87.500,491.559,7.61736,1.685386e-04
87.750,491.533,7.61737,1.686279e-04
88.000,491.507,7.61738,1.687172e-04
88.250,491.480,7.61740,1.688066e-04
88.500,491.454,7.61741,1.688961e-04
88.750,491.428,7.61743,1.689857e-04
89.000,491.401,7.61744,1.690754e-04
89.250,491.375,7.61746,1.691652e-04
89.500,491.349,7.61747,1.692550e-04
89.750,491.322,7.61749,1.693450e-04
90.000,491.296,7.61750,1.694351e-04
90.250,491.269,7.61752,1.695252e-04
90.500,491.243,7.61753,1.696155e-04
90.750,491.217,7.61755,1.697059e-04
91.000,491.190,7.61756,1.697963e-04
91.250,491.164,7.61757,1.698869e-04
91.500,491.137,7.61759,1.699775e-04
91.750,491.111,7.61760,1.700682e-04
92.000,491.084,7.61762,1.701591e-04
92.250,491.058,7.61763,1.702500e-04
92.500,491.031,7.61765,1.703410e-04
92.750,491.005,7.61766,1.704322e-04
93.000,490.978,7.61768,1.705234e-04
93.250,490.952,7.61769,1.706147e-04
93.500,490.925,7.61771,1.707061e-04
93.750,490.898,7.61772,1.707977e-04
94.000,490.872,7.61774,1.708893e-04
94.250,490.845,7.61775,1.709810e-04
94.500,490.818,7.61777,1.710728e-04
94.750,490.792,7.61778,1.711647e-04
95.000,490.765,7.61780,1.712567e-04
95.250,490.738,7.61781,1.713488e-04
95.500,490.712,7.61783,1.714410e-04
95.750,490.685,7.61784,1.715333e-04
96.000,490.658,7.61785,1.716257e-04
96.250,490.631,7.61787,1.717182e-04
96.500,490.605,7.61788,1.718108e-04
96.750,490.578,7.61790,1.719035e-04
97.000,490.551,7.61791,1.719963e-04
97.250,490.524,7.61793,1.720892e-04
97.500,490.498,7.61794,1.721822e-04
97.750,490.471,7.61796,1.722753e-04
98.000,490.444,7.61797,1.723685e-04
98.250,490.417,7.61799,1.724618e-04
98.500,490.390,7.61800,1.725552e-04
98.750,490.363,7.61802,1.726487e-04
99.000,490.336,7.61803,1.727423e-04
99.250,490.309,7.61805,1.728360e-04
99.500,490.282,7.61806,1.729298e-04
99.750,490.256,7.61808,1.730237e-04
100.000,490.229,7.61809,1.731177e-04
100.250,490.202,7.61811,1.732118e-04
100.500,490.175,7.61812,1.733060e-04
100.750,490.148,7.61814,1.734003e-04
101.000,490.121,7.61815,1.734948e-04
101.250,490.094,7.61817,1.735893e-04
101.500,490.067,7.61818,1.736839e-04
101.750,490.039,7.61820,1.737786e-04
102.000,490.012,7.61821,1.738734e-04
102.250,489.985,7.61823,1.739684e-04
102.500,489.958,7.61824,1.740634e-04
102.750,489.931,7.61826,1.741585e-04
103.000,489.904,7.61827,1.742537e-04
103.250,489.877,7.61829,1.743491e-04
103.500,489.850,7.61830,1.744445e-04
103.750,489.822,7.61832,1.745401e-04
104.000,489.795,7.61833,1.746357e-04
104.250,489.768,7.61835,1.747315e-04
104.500,489.741,7.61836,1.748273e-04
104.750,489.714,7.61838,1.749233e-04
105.000,489.686,7.61839,1.750194e-04
105.250,489.659,7.61841,1.751156e-04
105.500,489.632,7.61842,1.752118e-04
105.750,489.604,7.61844,1.753082e-04
106.000,489.577,7.61845,1.754047e-04
106.250,489.550,7.61847,1.755013e-04
106.500,489.522,7.61848,1.755980e-04
106.750,489.495,7.61850,1.756948e-04
107.000,489.468,7.61852,1.757917e-04
107.250,489.440,7.61853,1.758888e-04
107.500,489.413,7.61855,1.759859e-04
107.750,489.385,7.61856,1.760831e-04
108.000,489.358,7.61858,1.761805e-04
108.250,489.331,7.61859,1.762779e-04
108.500,489.303,7.61861,1.763755e-04
108.750,489.276,7.61862,1.764731e-04
109.000,489.248,7.61864,1.765709e-04
109.250,489.221,7.61865,1.766688e-04
109.500,489.193,7.61867,1.767668e-04
109.750,489.166,7.61868,1.768649e-04
110.000,489.138,7.61870,1.769631e-04
110.250,489.110,7.61871,1.770614e-04
110.500,489.083,7.61873,1.771598e-04
110.750,489.055,7.61874,1.772583e-04
111.000,489.028,7.61876,1.773570e-04
111.250,489.000,7.61877,1.774557e-04
111.500,488.972,7.61879,1.775546e-04
111.750,488.945,7.61881,1.776535e-04
112.000,488.917,7.61882,1.777526e-04
112.250,488.889,7.61884,1.778518e-04
112.500,488.862,7.61885,1.779511e-04
112.750,488.834,7.61887,1.780505e-04
113.000,488.806,7.61888,1.781500e-04
113.250,488.778,7.61890,1.782496e-04
113.500,488.751,7.61891,1.783494e-04
113.750,488.723,7.61893,1.784492e-04
114.000,488.695,7.61894,1.785492e-04
114.250,488.667,7.61896,1.786493e-04
114.500,488.639,7.61897,1.787494e-04
114.750,488.612,7.61899,1.788497e-04
115.000,488.584,7.61901,1.789502e-04
115.250,488.556,7.61902,1.790507e-04
115.500,488.528,7.61904,1.791513e-04
115.750,488.500,7.61905,1.792520e-04
116.000,488.472,7.61907,1.793529e-04
116.250,488.444,7.61908,1.794539e-04
116.500,488.416,7.61910,1.795550e-04
116.750,488.388,7.61911,1.796562e-04
117.000,488.360,7.61913,1.797575e-04
117.250,488.332,7.61914,1.798589e-04
117.500,488.304,7.61916,1.799604e-04
117.750,488.276,7.61918,1.800621e-04
118.000,488.248,7.61919,1.801639e-04
118.250,488.220,7.61921,1.802657e-04
118.500,488.192,7.61922,1.803677e-04
118.750,488.164,7.61924,1.804698e-04
119.000,488.136,7.61925,1.805721e-04
119.250,488.108,7.61927,1.806744e-04
119.500,488.080,7.61929,1.807769e-04
119.750,488.051,7.61930,1.808794e-04
120.000,488.023,7.61932,1.809821e-04
120.250,487.995,7.61933,1.810849e-04
120.500,487.967,7.61935,1.811878e-04
120.750,487.939,7.61936,1.812909e-04
121.000,487.910,7.61938,1.813940e-04
121.250,487.882,7.61939,1.814973e-04
121.500,487.854,7.61941,1.816007e-04
121.750,487.826,7.61943,1.817042e-04
122.000,487.797,7.61944,1.818078e-04
122.250,487.769,7.61946,1.819116e-04
122.500,487.741,7.61947,1.820154e-04
122.750,487.712,7.61949,1.821194e-04
123.000,487.684,7.61950,1.822235e-04
123.250,487.656,7.61952,1.823277e-04
123.500,487.627,7.61954,1.824320e-04
123.750,487.599,7.61955,1.825365e-04
124.000,487.570,7.61957,1.826410e-04
124.250,487.542,7.61958,1.827457e-04
124.500,487.513,7.61960,1.828505e-04
124.750,487.485,7.61962,1.829555e-04
125.000,487.457,7.61963,1.830605e-04
125.250,487.428,7.61965,1.831657e-04
125.500,487.399,7.61966,1.832710e-04
125.750,487.371,7.61968,1.833764e-04
126.000,487.342,7.61969,1.834819e-04
126.250,487.314,7.61971,1.835876e-04
126.500,487.285,7.61973,1.836933e-04
126.750,487.257,7.61974,1.837992e-04
127.000,487.228,7.61976,1.839052e-04
127.250,487.199,7.61977,1.840114e-04
127.500,487.171,7.61979,1.841176e-04
127.750,487.142,7.61981,1.842240e-04
128.000,487.113,7.61982,1.843305e-04
128.250,487.085,7.61984,1.844371e-04
128.500,487.056,7.61985,1.845439e-04
128.750,487.027,7.61987,1.846507e-04
129.000,486.998,7.61989,1.847577e-04
129.250,486.970,7.61990,1.848648e-04
129.500,486.941,7.61992,1.849721e-04
129.750,486.912,7.61993,1.850794e-04
130.000,486.883,7.61995,1.851869e-04
130.250,486.854,7.61997,1.852945e-04
130.500,486.826,7.61998,1.854023e-04
130.750,486.797,7.62000,1.855101e-04
131.000,486.768,7.62001,1.856181e-04
131.250,486.739,7.62003,1.857262e-04
131.500,486.710,7.62005,1.858345e-04
131.750,486.681,7.62006,1.859428e-04
132.000,486.652,7.62008,1.860513e-04
132.250,486.623,7.62009,1.861599e-04
132.500,486.594,7.62011,1.862687e-04
132.750,486.565,7.62013,1.863775e-04
133.000,486.536,7.62014,1.864865e-04
133.250,486.507,7.62016,1.865956e-04
133.500,486.478,7.62017,1.867049e-04
133.750,486.449,7.62019,1.868143e-04
134.000,486.420,7.62021,1.869238e-04
134.250,486.391,7.62022,1.870334e-04
134.500,486.362,7.62024,1.871432e-04
134.750,486.332,7.62025,1.872530e-04
135.000,486.303,7.62027,1.873631e-04
135.250,486.274,7.62029,1.874732e-04
135.500,486.245,7.62030,1.875835e-04
135.750,486.216,7.62032,1.876939e-04
136.000,486.187,7.62034,1.878044e-04
136.250,486.157,7.62035,1.879151e-04
136.500,486.128,7.62037,1.880258e-04
136.750,486.099,7.62038,1.881368e-04
137.000,486.069,7.62040,1.882478e-04
137.250,486.040,7.62042,1.883590e-04
137.500,486.011,7.62043,1.884703e-04
137.750,485.982,7.62045,1.885817e-04
138.000,485.952,7.62047,1.886933e-04
138.250,485.923,7.62048,1.888050e-04
138.500,485.893,7.62050,1.889168e-04
138.750,485.864,7.62051,1.890288e-04
139.000,485.835,7.62053,1.891409e-04
139.250,485.805,7.62055,1.892531e-04
139.500,485.776,7.62056,1.893655e-04
139.750,485.746,7.62058,1.894780e-04
140.000,485.717,7.62060,1.895906e-04
140.250,485.687,7.62061,1.897034e-04
140.500,485.658,7.62063,1.898163e-04
140.750,485.628,7.62065,1.899293e-04
141.000,485.599,7.62066,1.900425e-04
141.250,485.569,7.62068,1.901558e-04
141.500,485.539,7.62070,1.902692e-04
141.750,485.510,7.62071,1.903828e-04
142.000,485.480,7.62073,1.904965e-04
142.250,485.450,7.62074,1.906103e-04
142.500,485.421,7.62076,1.907243e-04
142.750,485.391,7.62078,1.908384e-04
143.000,485.361,7.62079,1.909526e-04
143.250,485.332,7.62081,1.910670e-04
143.500,485.302,7.62083,1.911815e-04
143.750,485.272,7.62084,1.912962e-04
144.000,485.242,7.62086,1.914110e-04
144.250,485.213,7.62088,1.915259e-04
144.500,485.183,7.62089,1.916410e-04
144.750,485.153,7.62091,1.917562e-04
145.000,485.123,7.62093,1.918715e-04
145.250,485.093,7.62094,1.919870e-04
145.500,485.063,7.62096,1.921026e-04
145.750,485.033,7.62098,1.922184e-04
146.000,485.003,7.62099,1.923343e-04
146.250,484.974,7.62101,1.924503e-04
146.500,484.944,7.62103,1.925665e-04
146.750,484.914,7.62104,1.926828e-04
147.000,484.884,7.62106,1.927992e-04
147.250,484.854,7.62108,1.929158e-04
147.500,484.824,7.62109,1.930326e-04
147.750,484.794,7.62111,1.931494e-04
148.000,484.763,7.62113,1.932664e-04
148.250,484.733,7.62114,1.933836e-04
148.500,484.703,7.62116,1.935009e-04
148.750,484.673,7.62118,1.936183e-04
149.000,484.643,7.62119,1.937359e-04
149.250,484.613,7.62121,1.938536e-04
149.500,484.583,7.62123,1.939715e-04
149.750,484.553,7.62124,1.940895e-04
150.000,484.522,7.62126,1.942077e-04
150.250,484.492,7.62128,1.943259e-04
150.500,484.462,7.62129,1.944444e-04
150.750,484.432,7.62131,1.945630e-04
151.000,484.401,7.62133,1.946817e-04
151.250,484.371,7.62134,1.948006e-04
151.500,484.341,7.62136,1.949196e-04
151.750,484.310,7.62138,1.950387e-04
152.000,484.280,7.62139,1.951580e-04
152.250,484.250,7.62141,1.952775e-04
152.500,484.219,7.62143,1.953971e-04
152.750,484.189,7.62144,1.955168e-04
153.000,484.158,7.62146,1.956367e-04
153.250,484.128,7.62148,1.957567e-04
153.500,484.098,7.62150,1.958769e-04
153.750,484.067,7.62151,1.959972e-04
154.000,484.037,7.62153,1.961177e-04
154.250,484.006,7.62155,1.962383e-04
154.500,483.975,7.62156,1.963591e-04
154.750,483.945,7.62158,1.964800e-04
155.000,483.914,7.62160,1.966011e-04
155.250,483.884,7.62161,1.967223e-04
155.500,483.853,7.62163,1.968436e-04
155.750,483.822,7.62165,1.969651e-04
156.000,483.792,7.62167,1.970868e-04
156.250,483.761,7.62168,1.972086e-04
156.500,483.730,7.62170,1.973306e-04
156.750,483.700,7.62172,1.974527e-04
157.000,483.669,7.62173,1.975749e-04
157.250,483.638,7.62175,1.976973e-04
157.500,483.608,7.62177,1.978199e-04
157.750,483.577,7.62178,1.979426e-04
158.000,483.546,7.62180,1.980655e-04
158.250,483.515,7.62182,1.981885e-04
158.500,483.484,7.62184,1.983116e-04
158.750,483.453,7.62185,1.984350e-04
159.000,483.423,7.62187,1.985584e-04
159.250,483.392,7.62189,1.986821e-04
159.500,483.361,7.62190,1.988058e-04
159.750,483.330,7.62192,1.989298e-04
160.000,483.299,7.62194,1.990538e-04
160.250,483.268,7.62196,1.991781e-04
160.500,483.237,7.62197,1.993025e-04
160.750,483.206,7.62199,1.994270e-04
161.000,483.175,7.62201,1.995517e-04
161.250,483.144,7.62203,1.996766e-04
161.500,483.113,7.62204,1.998016e-04
161.750,483.082,7.62206,1.999268e-04
162.000,483.051,7.62208,2.000521e-04
162.250,483.019,7.62209,2.001776e-04
162.500,482.988,7.62211,2.003032e-04
162.750,482.957,7.62213,2.004290e-04
163.000,482.926,7.62215,2.005550e-04
163.250,482.895,7.62216,2.006811e-04
163.500,482.864,7.62218,2.008073e-04
163.750,482.832,7.62220,2.009338e-04
164.000,482.801,7.62222,2.010603e-04
164.250,482.770,7.62223,2.011871e-04
164.500,482.738,7.62225,2.013140e-04
164.750,482.707,7.62227,2.014411e-04
165.000,482.676,7.62229,2.015683e-04
165.250,482.644,7.62230,2.016957e-04
165.500,482.613,7.62232,2.018232e-04
165.750,482.582,7.62234,2.019509e-04
166.000,482.550,7.62236,2.020788e-04
